year,date,event_name,tour,field_size,field_strength_mean,field_strength_q25,field_strength_q75,field_strength_q10,field_strength_q90
2023,"2023-03-12","Magical Kenya Open","EURO",156,-1.86,-2.22,-0.81,-4.04,-0.47
2023,"2023-03-05","Puerto Rico Open","PGA",120,-1.97,-2.86,-0.71,-4.45,-0.31
2023,"2023-03-05","Arnold Palmer Invitational presented by Mastercard","PGA",120,0.41,0,0.82,-0.4,1.43
2023,"2023-02-26","The Honda Classic","PGA",144,-0.51,-1.05,0.04,-1.53,0.48
2023,"2023-02-26","Hero Indian Open","EURO",118,-1.83,-2.63,-0.88,-3.15,-0.55
2023,"2023-02-26","Mayakoba","LIV",48,0.05,-0.22,0.42,-1,0.92
2023,"2023-02-19","Thailand Classic","EURO",132,-1.12,-1.68,-0.48,-2.33,-0.23
2023,"2023-02-19","The Genesis Invitational","PGA",129,0.28,-0.19,0.84,-0.74,1.33
2023,"2023-02-12","Astara Golf Championship presented by Mastercard","KFT",155,-1.33,-1.67,-0.78,-2.11,-0.47
2023,"2023-02-12","Singapore Classic","EURO",132,-1.11,-1.66,-0.46,-2.39,-0.2
2023,"2023-02-12","WM Phoenix Open","PGA",134,0.18,-0.3,0.75,-1.13,1.26
2023,"2023-02-05","Ras Al Khaimah Championship","EURO",131,-1.11,-1.44,-0.34,-2.1,-0.12
2023,"2023-02-05","AT&T Pebble Beach Pro-Am","PGA",155,-0.55,-1.07,0.03,-1.94,0.45
2023,"2023-02-05","The Panama Championship","KFT",144,-1.34,-1.6,-0.82,-2.24,-0.53
2023,"2023-01-29","Hero Dubai Desert Classic","EURO",132,-0.55,-1.04,-0.19,-1.3,0.3
2023,"2023-01-28","Farmers Insurance Open","PGA",156,-0.26,-0.75,0.34,-1.3,0.72
2023,"2023-01-25","The Bahamas Great Abaco Classic at The Abaco Club","KFT",132,-1.32,-1.55,-0.83,-2.05,-0.57
2023,"2023-01-22","The American Express","PGA",156,-0.13,-0.54,0.33,-1.18,0.84
2023,"2023-01-22","Abu Dhabi HSBC Championship","EURO",126,-0.61,-1.04,-0.22,-1.39,0.31
2023,"2023-01-18","The Bahamas Great Exuma Classic at Sandals Emerald Bay","KFT",132,-1.34,-1.63,-0.97,-2.17,-0.61
2023,"2023-01-15","Sony Open in Hawaii","PGA",144,-0.36,-0.68,0.23,-1.38,0.76
2023,"2023-01-08","Sentry Tournament of Champions","PGA",39,0.93,0.53,1.44,0.01,1.92
2023,"2022-12-18","AfrAsia Bank Mauritius Open","EURO",156,-2.12,-2.74,-1.38,-3.42,-0.78
2023,"2022-12-11","Alfred Dunhill Championship","EURO",155,-1.67,-2.26,-0.83,-3.19,-0.3
2023,"2022-12-04","ISPS Handa Australian Open","EURO",155,-2.54,-3.39,-1.8,-4.31,-0.77
2023,"2022-12-04","Investec South African Open Championship","EURO",156,-1.77,-2.38,-0.94,-3.28,-0.43
2023,"2022-12-04","Hero World Challenge","PGA",20,1.28,1.06,1.5,0.84,1.91
2023,"2022-11-27","Fortinet Australian PGA Championship","EURO",156,-2.58,-3.44,-1.9,-4.29,-0.71
2023,"2022-11-27","Joburg Open","EURO",156,-2.02,-2.61,-1.15,-3.34,-0.73
2023,"2022-11-20","The RSM Classic","PGA",155,-0.28,-0.72,0.22,-1.16,0.55
2023,"2022-11-13","Cadence Bank Houston Open","PGA",132,-0.15,-0.51,0.33,-1.13,0.72
2023,"2022-11-06","World Wide Technology Championship at Mayakoba","PGA",132,-0.16,-0.44,0.41,-1.03,0.77
2023,"2022-10-30","Butterfield Bermuda Championship","PGA",132,-0.83,-1.17,-0.16,-2.03,0.3
2023,"2022-10-23","THE CJ CUP in South Carolina","PGA",78,0.53,0.15,1.02,-0.29,1.31
2023,"2022-10-16","ZOZO CHAMPIONSHIP","PGA",78,0.22,-0.27,0.74,-0.76,1
2023,"2022-10-09","Shriners Children's Open","PGA",144,-0.18,-0.45,0.35,-1.03,0.67
2023,"2022-10-02","Sanderson Farms Championship","PGA",144,-0.26,-0.59,0.23,-1.14,0.48
2023,"2022-09-18","Fortinet Championship","PGA",155,-0.22,-0.53,0.18,-0.93,0.46
2024,"2024-12-08","Hero World Challenge","PGA",20,1.06,0.76,1.4,0.57,1.5
2024,"2024-11-24","The RSM Classic","PGA",156,-0.54,-1,0.12,-1.72,0.54
2024,"2024-11-17","DP World Tour Championship","EURO",50,0.21,-0.25,0.72,-0.44,1.04
2024,"2024-11-17","Butterfield Bermuda Championship","PGA",120,-0.89,-1.36,-0.14,-2.23,0.34
2024,"2024-11-10","Abu Dhabi HSBC Championship","EURO",70,0,-0.35,0.26,-0.61,0.84
2024,"2024-11-10","World Wide Technology Championship","PGA",120,-0.61,-1.01,0.07,-1.67,0.47
2024,"2024-10-27","Genesis Championship","EURO",120,-1.06,-1.55,-0.59,-1.99,-0.12
2024,"2024-10-27","ZOZO CHAMPIONSHIP","PGA",78,0.1,-0.23,0.52,-0.94,0.78
2024,"2024-10-20","Estrella Damm N.A. Andalucía  Masters","EURO",125,-0.72,-1.25,-0.2,-1.74,0.26
2024,"2024-10-20","Shriners Children's Open","PGA",132,-0.28,-0.69,0.22,-1.19,0.48
2024,"2024-10-13","FedEx Open de France","EURO",123,-0.77,-1.32,-0.17,-1.84,0.16
2024,"2024-10-13","Black Desert Championship","PGA",131,-0.62,-1.05,0.06,-1.82,0.39
2024,"2024-10-06","Alfred Dunhill Links Championship","EURO",168,-0.88,-1.56,-0.27,-2.1,0.4
2024,"2024-10-06","Korn Ferry Tour Championship presented by United Leasing & Finance","KFT",74,-0.6,-0.85,-0.31,-1.09,-0.08
2024,"2024-10-06","Sanderson Farms Championship","PGA",131,-0.52,-0.78,0.06,-1.54,0.46
2024,"2024-09-29","acciona Open de España presented by Madrid","EURO",143,-1,-1.58,-0.4,-2.08,0.08
2024,"2024-09-22","BMW PGA Championship","EURO",126,-0.43,-0.94,0.11,-1.47,0.69
2024,"2024-09-22","Nationwide Children's Hospital Championship","KFT",117,-0.79,-1.07,-0.43,-1.42,-0.18
2024,"2024-09-15","Simmons Bank Open for the Snedeker Foundation","KFT",133,-0.87,-1.2,-0.54,-1.58,-0.22
2024,"2024-09-15","Amgen Irish Open","EURO",156,-0.79,-1.35,-0.23,-1.89,0.2
2024,"2024-09-15","Chicago","LIV",54,-0.09,-0.61,0.54,-1.12,0.94
2024,"2024-09-15","Procore Championship","PGA",144,-0.46,-0.98,0.06,-1.62,0.47
2024,"2024-09-08","Omega European Masters","EURO",156,-1.07,-1.63,-0.39,-2.22,0.11
2024,"2024-09-01","Betfred British Masters hosted by Sir Nick Faldo","EURO",156,-0.99,-1.48,-0.43,-1.99,-0.02
2024,"2024-09-01","TOUR Championship","PGA",30,1.26,0.95,1.59,0.73,1.72
2024,"2024-08-25","Danish Golf Championship","EURO",156,-1.29,-1.8,-0.75,-2.3,-0.23
2024,"2024-08-25","Albertsons Boise Open presented Chevron","KFT",144,-0.93,-1.22,-0.49,-1.72,-0.24
2024,"2024-08-25","BMW Championship","PGA",50,1.05,0.69,1.33,0.47,1.63
2024,"2024-08-18","Magnit Championship","KFT",155,-1.05,-1.5,-0.61,-1.93,-0.28
2024,"2024-08-18","D+D REAL Czech Masters","EURO",154,-1.33,-1.67,-0.68,-2.27,-0.29
2024,"2024-08-18","FedEx St. Jude Championship","PGA",70,0.86,0.49,1.11,0.3,1.45
2024,"2024-08-18","Greenbrier","LIV",54,-0.07,-0.64,0.5,-1.02,0.86
2024,"2024-08-11","Pinnacle Bank Championship presented by Woodhouse","KFT",155,-1.12,-1.51,-0.62,-2.01,-0.33
2024,"2024-08-11","Wyndham Championship","PGA",156,-0.18,-0.54,0.43,-1.23,0.76
2024,"2024-08-04","Utah Championship presented by Zions Bank","KFT",155,-1.28,-1.74,-0.66,-2.55,-0.34
2024,"2024-08-04","Olympic Men's Golf Competition","PGA",60,0.37,-0.33,1.02,-0.89,1.62
2024,"2024-07-28","NV5 Invitational presented by Old National Bank","KFT",156,-1.17,-1.59,-0.61,-2.22,-0.26
2024,"2024-07-28","United Kingdom","LIV",54,-0.08,-0.66,0.52,-1.01,0.92
2024,"2024-07-28","3M Open","PGA",156,-0.42,-0.84,0.19,-1.38,0.56
2024,"2024-07-21","The Open Championship","PGA",156,-0.02,-0.7,0.83,-1.69,1.32
2024,"2024-07-21","Price Cutter Charity Championship presented by Dr Pepper","KFT",155,-1.21,-1.52,-0.65,-2.28,-0.28
2024,"2024-07-21","Barracuda Championship","PGA",156,-0.79,-1.13,-0.23,-1.67,0.14
2024,"2024-07-14","The Ascendant presented by Blue","KFT",154,-1.19,-1.55,-0.64,-2.22,-0.33
2024,"2024-07-14","Andalucia","LIV",54,-0.08,-0.53,0.55,-0.97,0.86
2024,"2024-07-14","ISCO Championship","PGA",156,-0.88,-1.4,-0.44,-1.82,-0.03
2024,"2024-07-14","Genesis Scottish Open","PGA",156,-0.03,-0.58,0.53,-1.09,1.04
2024,"2024-07-07","BMW International Open","EURO",155,-1.07,-1.51,-0.5,-2.08,-0.16
2024,"2024-07-07","John Deere Classic","PGA",156,-0.43,-0.74,0.09,-1.48,0.48
2024,"2024-06-30","Memorial Health Championship presented by LRS","KFT",156,-1.31,-1.68,-0.74,-2.4,-0.37
2024,"2024-06-30","Italian Open presented by Regione Emilia-Romagna","EURO",156,-1.17,-1.56,-0.6,-2.43,-0.28
2024,"2024-06-30","Rocket Mortgage Classic","PGA",156,-0.35,-0.58,0.2,-1.51,0.56
2024,"2024-06-23","Compliance Solutions Championship","KFT",156,-1.14,-1.44,-0.59,-2.02,-0.24
2024,"2024-06-23","KLM Open","EURO",155,-1.23,-1.61,-0.69,-2.58,-0.21
2024,"2024-06-23","Nashville","LIV",54,-0.1,-0.66,0.51,-1.16,0.94
2024,"2024-06-23","Travelers Championship","PGA",70,0.72,0.29,1.04,-0.06,1.44
2024,"2024-06-16","Blue Cross and Blue Shield of Kansas Wichita Open","KFT",154,-1.29,-1.54,-0.68,-2.24,-0.42
2024,"2024-06-16","U.S. Open","PGA",156,-0.09,-0.81,0.74,-1.74,1.22
2024,"2024-06-09","Volvo Car Scandinavian Mixed","EURO",78,-0.83,-1.06,-0.46,-1.66,-0.05
2024,"2024-06-09","the Memorial Tournament presented by Workday","PGA",73,0.76,0.36,1.04,-0.01,1.29
2024,"2024-06-09","Houston","LIV",54,-0.1,-0.73,0.53,-1.1,1
2024,"2024-06-09","BMW Charity Pro-Am Presented by TD SYNNEX","KFT",160,-1.24,-1.65,-0.68,-2.29,-0.42
2024,"2024-06-02","European Open","EURO",155,-1.08,-1.4,-0.6,-2,-0.1
2024,"2024-06-02","RBC Canadian Open","PGA",156,-0.48,-0.74,0.15,-1.77,0.6
2024,"2024-06-02","UNC Health Championship presented by STITCH","KFT",156,-1.34,-1.68,-0.82,-2.58,-0.41
2024,"2024-05-26","Visit Knoxville Open","KFT",156,-1.19,-1.43,-0.72,-2.11,-0.39
2024,"2024-05-26","Soudal Open","EURO",155,-1.23,-1.5,-0.56,-2.36,-0.24
2024,"2024-05-26","Charles Schwab Challenge","PGA",132,-0.01,-0.43,0.52,-0.88,0.9
2024,"2024-05-19","AdventHealth Championship","KFT",156,-1.21,-1.45,-0.69,-2.2,-0.44
2024,"2024-05-19","PGA Championship","PGA",156,-0.19,-0.42,0.82,-2.88,1.2
2024,"2024-05-12","Wells Fargo Championship","PGA",68,0.75,0.4,1.07,0.01,1.28
2024,"2024-05-12","Myrtle Beach Classic","PGA",132,-0.71,-1.08,-0.09,-1.61,0.15
2024,"2024-05-05","THE CJ CUP Byron Nelson","PGA",156,-0.35,-0.66,0.05,-1.16,0.47
2024,"2024-05-05","Volvo China Open","EURO",156,-2.07,-3.66,-0.63,-4.65,-0.32
2024,"2024-05-05","Singapore","LIV",54,-0.1,-0.64,0.41,-1.1,0.9
2024,"2024-04-28","Veritex Bank Championship","KFT",156,-1.31,-1.62,-0.73,-2.55,-0.42
2024,"2024-04-28","ISPS HANDA - CHAMPIONSHIP","EURO",155,-1.06,-1.5,-0.53,-1.95,-0.17
2024,"2024-04-28","Adelaide","LIV",54,-0.1,-0.63,0.47,-1.14,0.94
2024,"2024-04-21","RBC Heritage","PGA",69,0.65,0.24,1.01,-0.12,1.33
2024,"2024-04-21","LECOM Suncoast Classic","KFT",156,-1.34,-1.69,-0.75,-2.67,-0.41
2024,"2024-04-21","Corales Puntacana Championship","PGA",132,-0.87,-1.31,-0.07,-2.3,0.18
2024,"2024-04-14","Masters Tournament","PGA",89,0.44,0.16,1.1,-1.1,1.38
2024,"2024-04-07","Club Car Championship at The Landings Golf & Athletic Club","KFT",156,-1.17,-1.48,-0.7,-2.08,-0.42
2024,"2024-04-07","Miami","LIV",54,-0.08,-0.53,0.5,-1.21,0.86
2024,"2024-04-07","Valero Texas Open","PGA",156,-0.18,-0.53,0.4,-1.06,0.75
2024,"2024-03-31","Texas Children's Houston Open","PGA",144,-0.29,-0.6,0.19,-1.31,0.55
2024,"2024-03-31","Hero Indian Open","EURO",144,-1.5,-2.05,-0.68,-2.88,-0.31
2024,"2024-03-24","Porsche Singapore Classic","EURO",132,-1.04,-1.4,-0.51,-2.15,-0.08
2024,"2024-03-24","Valspar Championship","PGA",152,-0.19,-0.58,0.21,-0.92,0.71
2024,"2024-03-17","THE PLAYERS Championship","PGA",143,0.31,-0.14,0.79,-0.41,1.1
2024,"2024-03-10","Astara Chile Classic presented by Scotiabank","KFT",156,-1.48,-1.89,-0.78,-2.81,-0.46
2024,"2024-03-10","Jonsson Workwear Open","EURO",156,-1.66,-2.27,-0.84,-3.35,-0.39
2024,"2024-03-10","Hong Kong","LIV",54,-0.05,-0.53,0.47,-0.89,0.93
2024,"2024-03-10","Puerto Rico Open","PGA",132,-1,-1.63,-0.25,-2.51,0.08
2024,"2024-03-10","Arnold Palmer Invitational presented by Mastercard","PGA",69,0.75,0.47,1.06,0.03,1.36
2024,"2024-03-03","Cognizant Classic in The Palm Beaches","PGA",144,-0.12,-0.45,0.41,-0.77,0.77
2024,"2024-03-03","117 Visa Argentina Open presented by Macro","KFT",156,-1.44,-1.86,-0.77,-2.73,-0.49
2024,"2024-03-03","SDC Championship","EURO",156,-1.66,-2.2,-0.89,-3,-0.42
2024,"2024-03-03","Jeddah","LIV",54,-0.02,-0.5,0.47,-1.02,0.88
2024,"2024-02-25","Magical Kenya Open","EURO",142,-1.82,-2.01,-0.9,-4.4,-0.48
2024,"2024-02-25","Mexico Open at Vidanta","PGA",132,-0.48,-0.73,0.09,-1.36,0.44
2024,"2024-02-18","The Genesis Invitational","PGA",70,0.71,0.28,1.09,0.02,1.44
2024,"2024-02-11","Astara Golf Championship presented by Mastercard","KFT",156,-1.22,-1.55,-0.66,-2.18,-0.45
2024,"2024-02-11","Commercial Bank Qatar Masters","EURO",138,-1.23,-1.55,-0.49,-2.38,-0.14
2024,"2024-02-11","WM Phoenix Open","PGA",132,0.1,-0.36,0.62,-0.65,1.05
2024,"2024-02-10","Las Vegas","LIV",54,-0.01,-0.48,0.42,-1.05,0.85
2024,"2024-02-04","Bahrain Championship presented by Bapco Energies","EURO",132,-1.14,-1.36,-0.49,-2,-0.16
2024,"2024-02-04","Mayakoba","LIV",54,-0.03,-0.51,0.38,-0.96,0.8
2024,"2024-02-04","AT&T Pebble Beach Pro-Am","PGA",80,0.68,0.33,1.03,0.03,1.4
2024,"2024-02-04","The Panama Championship","KFT",144,-1.15,-1.5,-0.7,-2.02,-0.41
2024,"2024-01-28","Ras Al Khaimah Championship","EURO",132,-1,-1.36,-0.36,-1.97,-0.03
2024,"2024-01-27","Farmers Insurance Open","PGA",156,-0.09,-0.45,0.42,-0.98,0.8
2024,"2024-01-24","The Bahamas Great Abaco Classic at The Abaco Club","KFT",131,-1.17,-1.37,-0.64,-1.96,-0.49
2024,"2024-01-21","The American Express","PGA",156,-0.08,-0.5,0.39,-1.14,0.75
2024,"2024-01-21","Hero Dubai Desert Classic","EURO",126,-0.6,-1.13,-0.11,-1.54,0.58
2024,"2024-01-17","The Bahamas Great Exuma Classic at Sandals Emerald Bay","KFT",131,-1.21,-1.47,-0.76,-2.1,-0.52
2024,"2024-01-14","Dubai Invitational","EURO",60,-0.52,-0.85,-0.05,-1.4,0.33
2024,"2024-01-14","Sony Open in Hawaii","PGA",144,-0.07,-0.46,0.41,-0.78,0.81
2024,"2024-01-07","The Sentry","PGA",59,0.81,0.4,1.2,0.19,1.6
2024,"2023-12-17","AfrAsia Bank Mauritius Open","EURO",156,-1.83,-2.4,-1.07,-3.2,-0.69
2024,"2023-12-10","Alfred Dunhill Championship","EURO",156,-1.74,-2.36,-0.81,-3.3,-0.31
2024,"2023-12-03","ISPS Handa Australian Open","EURO",156,-2.01,-2.84,-1.15,-3.55,-0.21
2024,"2023-12-03","Investec South African Open Championship","EURO",155,-1.79,-2.38,-0.9,-3.41,-0.45
2024,"2023-11-26","Fortinet Australian PGA Championship","EURO",155,-2.14,-2.91,-1.5,-3.75,-0.25
2024,"2023-11-26","Joburg Open","EURO",156,-1.81,-2.43,-0.88,-3.41,-0.54
2025,"2025-12-07","Hero World Challenge","PGA",20,1.06,0.71,1.22,0.6,1.48
2025,"2025-11-23","The RSM Classic","PGA",156,-0.44,-0.89,0.18,-1.51,0.51
2025,"2025-11-16","DP World Tour Championship","EURO",52,0.24,-0.28,0.66,-0.55,1.21
2025,"2025-11-16","Butterfield Bermuda Championship","PGA",120,-0.66,-1.06,0.07,-1.93,0.49
2025,"2025-11-09","Abu Dhabi HSBC Championship","EURO",72,0,-0.48,0.43,-0.71,0.98
2025,"2025-11-09","World Wide Technology Championship","PGA",120,-0.42,-0.76,0.18,-1.5,0.49
2025,"2025-10-26","Genesis Championship","EURO",125,-0.91,-1.44,-0.41,-1.9,0
2025,"2025-10-26","Bank of Utah Championship","PGA",131,-0.43,-1,0.18,-1.55,0.5
2025,"2025-10-19","DP World India Championship","EURO",137,-1.19,-1.69,-0.48,-2.91,0.02
2025,"2025-10-12","Open de España presented by Madrid","EURO",132,-0.81,-1.1,-0.32,-1.68,0.3
2025,"2025-10-12","Korn Ferry Tour Championship presented by United Leasing & Finance","KFT",73,-0.53,-0.8,-0.27,-1.02,-0.09
2025,"2025-10-12","Baycurrent Classic","PGA",78,0.05,-0.19,0.48,-0.78,0.82
2025,"2025-10-05","Compliance Solutions Championship","KFT",112,-0.75,-1.05,-0.41,-1.24,-0.12
2025,"2025-10-05","Alfred Dunhill Links Championship","EURO",168,-0.92,-1.44,-0.34,-2.13,0.25
2025,"2025-10-05","Sanderson Farms Championship","PGA",132,-0.35,-0.75,0.22,-1.55,0.47
2025,"2025-09-21","FedEx Open de France","EURO",156,-1.01,-1.52,-0.38,-2.11,0.02
2025,"2025-09-21","Nationwide Children's Hospital Championship","KFT",137,-0.87,-1.21,-0.5,-1.48,-0.21
2025,"2025-09-14","Simmons Bank Open for the Snedeker Foundation","KFT",136,-0.94,-1.25,-0.59,-1.65,-0.25
2025,"2025-09-14","BMW PGA Championship","EURO",138,-0.26,-0.88,0.3,-1.29,0.91
2025,"2025-09-14","Procore Championship","PGA",144,-0.34,-0.94,0.19,-1.56,0.69
2025,"2025-09-07","Amgen Irish Open","EURO",156,-0.79,-1.21,-0.22,-1.76,0.29
2025,"2025-08-31","Omega European Masters","EURO",156,-1.13,-1.79,-0.45,-2.35,0.11
2025,"2025-08-24","Betfred British Masters hosted by Sir Nick Faldo","EURO",156,-0.95,-1.4,-0.43,-1.97,0.05
2025,"2025-08-24","TOUR Championship","PGA",30,1.32,1.04,1.47,0.77,1.7
2025,"2025-08-17","Danish Golf Championship","EURO",156,-1.38,-2,-0.81,-2.33,-0.3
2025,"2025-08-17","Albertsons Boise Open presented Chevron","KFT",155,-1.01,-1.35,-0.61,-1.75,-0.23
2025,"2025-08-17","BMW Championship","PGA",49,1.04,0.71,1.28,0.5,1.54
2025,"2025-08-17","Indianapolis","LIV",54,-0.17,-0.76,0.35,-1.19,0.73
2025,"2025-08-10","Pinnacle Bank Championship presented by Woodhouse","KFT",156,-1.09,-1.38,-0.55,-1.99,-0.22
2025,"2025-08-10","Nexo Championship","EURO",155,-1.34,-1.87,-0.77,-2.27,-0.32
2025,"2025-08-10","FedEx St. Jude Championship","PGA",69,0.81,0.53,1.17,0.13,1.41
2025,"2025-08-10","Chicago","LIV",54,-0.19,-0.76,0.29,-1.3,0.7
2025,"2025-08-03","Wyndham Championship","PGA",156,-0.09,-0.32,0.5,-1.15,0.8
2025,"2025-08-03","Utah Championship presented by Zions Bank and Intermountain Health","KFT",156,-1.29,-1.68,-0.75,-2.24,-0.42
2025,"2025-07-27","NV5 Invitational","KFT",156,-1.14,-1.43,-0.69,-2.05,-0.35
2025,"2025-07-27","United Kingdom","LIV",54,-0.18,-0.73,0.35,-1.3,0.66
2025,"2025-07-27","3M Open","PGA",156,-0.25,-0.55,0.31,-1.29,0.64
2025,"2025-07-20","The Open Championship","PGA",156,0.02,-0.6,0.86,-1.64,1.34
2025,"2025-07-20","Price Cutter Charity Championship presented by Hiland Dairy Foods","KFT",156,-1.22,-1.58,-0.69,-2.06,-0.36
2025,"2025-07-20","Barracuda Championship","PGA",156,-0.8,-1.21,-0.23,-1.84,0.09
2025,"2025-07-13","The Ascendant presented by Blue","KFT",156,-1.21,-1.65,-0.7,-2.19,-0.37
2025,"2025-07-13","Andalucia","LIV",54,-0.19,-0.76,0.35,-1.37,0.79
2025,"2025-07-13","ISCO Championship","PGA",156,-0.99,-1.42,-0.34,-2.2,0.01
2025,"2025-07-13","Genesis Scottish Open","PGA",155,0.06,-0.49,0.56,-0.94,1.04
2025,"2025-07-06","BMW International Open","EURO",156,-0.95,-1.47,-0.43,-1.81,-0.05
2025,"2025-07-06","John Deere Classic","PGA",156,-0.33,-0.76,0.33,-1.23,0.57
2025,"2025-06-29","Memorial Health Championship presented by LRS","KFT",155,-1.16,-1.47,-0.67,-2.06,-0.43
2025,"2025-06-29","Italian Open","EURO",156,-1.22,-1.71,-0.64,-2.34,-0.27
2025,"2025-06-29","Dallas","LIV",53,-0.19,-0.83,0.29,-1.3,0.91
2025,"2025-06-29","Rocket Classic","PGA",156,-0.29,-0.67,0.35,-1.37,0.69
2025,"2025-06-22","Blue Cross and Blue Shield of Kansas Wichita Open","KFT",155,-1.15,-1.41,-0.64,-2.08,-0.36
2025,"2025-06-22","Travelers Championship","PGA",71,0.81,0.48,1.12,0.01,1.48
2025,"2025-06-15","U.S. Open","PGA",156,-0.08,-0.69,0.81,-1.98,1.27
2025,"2025-06-08","KLM Open","EURO",156,-1.14,-1.55,-0.52,-2.13,-0.2
2025,"2025-06-08","RBC Canadian Open","PGA",155,-0.45,-0.88,0.32,-2.05,0.69
2025,"2025-06-08","BMW Charity Pro-Am Presented by TD SYNNEX","KFT",160,-1.18,-1.61,-0.65,-2.04,-0.28
2025,"2025-06-08","Virginia","LIV",53,-0.18,-0.8,0.32,-1.27,0.93
2025,"2025-06-01","Austrian Alpine Open presented by SalzburgerLand","EURO",154,-1.24,-1.66,-0.5,-2.27,-0.18
2025,"2025-06-01","the Memorial Tournament presented by Workday","PGA",72,0.74,0.39,1.08,0.16,1.29
2025,"2025-06-01","UNC Health Championship presented by STITCH","KFT",156,-1.08,-1.33,-0.6,-1.97,-0.32
2025,"2025-05-25","Visit Knoxville Open","KFT",156,-1.17,-1.48,-0.67,-2.14,-0.36
2025,"2025-05-25","Soudal Open","EURO",156,-1.16,-1.57,-0.47,-2.12,-0.09
2025,"2025-05-25","Charles Schwab Challenge","PGA",134,0.01,-0.37,0.56,-0.78,0.92
2025,"2025-05-18","AdventHealth Championship","KFT",155,-1.21,-1.51,-0.71,-2.14,-0.34
2025,"2025-05-18","PGA Championship","PGA",156,-0.04,-0.06,0.82,-2.69,1.33
2025,"2025-05-11","Turkish Airlines Open","EURO",156,-1.44,-1.78,-0.56,-2.54,-0.27
2025,"2025-05-11","Truist Championship","PGA",72,0.72,0.37,1.01,0.15,1.26
2025,"2025-05-11","ONEflight Myrtle Beach Classic","PGA",132,-0.6,-1.06,0.13,-1.66,0.39
2025,"2025-05-04","Tulum Championship at PGA Riviera Maya","KFT",154,-1.25,-1.68,-0.74,-2.16,-0.42
2025,"2025-05-04","THE CJ CUP Byron Nelson","PGA",156,-0.31,-0.75,0.28,-1.31,0.5
2025,"2025-05-04","Korea","LIV",54,-0.1,-0.8,0.5,-1.11,0.85
2025,"2025-04-27","Veritex Bank Championship","KFT",155,-1.29,-1.64,-0.73,-2.34,-0.36
2025,"2025-04-27","Hainan Classic","EURO",155,-1.58,-2.14,-0.55,-3.73,-0.31
2025,"2025-04-27","Mexico City","LIV",54,-0.05,-0.71,0.61,-0.99,1.05
2025,"2025-04-20","RBC Heritage","PGA",72,0.76,0.36,1.13,0.11,1.41
2025,"2025-04-20","Volvo China Open","EURO",156,-1.78,-3.14,-0.56,-4.12,-0.19
2025,"2025-04-20","Corales Puntacana Championship","PGA",132,-1,-1.57,-0.06,-2.76,0.24
2025,"2025-04-19","LECOM Suncoast Classic","KFT",156,-1.21,-1.58,-0.72,-2.03,-0.4
2025,"2025-04-13","Masters Tournament","PGA",95,0.4,0.05,1.08,-1.03,1.43
2025,"2025-04-06","Club Car Championship at The Landings Golf & Athletic Club","KFT",156,-1.17,-1.54,-0.65,-2.11,-0.26
2025,"2025-04-06","Valero Texas Open","PGA",144,-0.2,-0.59,0.37,-1.25,0.75
2025,"2025-04-06","Miami","LIV",54,-0.08,-0.7,0.59,-1.06,0.81
2025,"2025-03-30","Texas Children's Houston Open","PGA",153,-0.13,-0.56,0.41,-1.03,0.79
2025,"2025-03-30","Hero Indian Open","EURO",138,-1.39,-1.88,-0.57,-2.87,-0.2
2025,"2025-03-23","Porsche Singapore Classic","EURO",132,-0.9,-1.34,-0.36,-1.69,-0.08
2025,"2025-03-23","Valspar Championship","PGA",152,-0.06,-0.49,0.48,-1.02,0.8
2025,"2025-03-16","THE PLAYERS Championship","PGA",144,0.38,-0.02,0.74,-0.35,1.19
2025,"2025-03-16","Singapore","LIV",54,-0.09,-0.58,0.43,-0.96,0.76
2025,"2025-03-09","Astara Chile Classic presented by Scotiabank","KFT",154,-1.33,-1.67,-0.8,-2.18,-0.53
2025,"2025-03-09","Joburg Open","EURO",156,-1.66,-2.4,-0.66,-3.74,-0.24
2025,"2025-03-09","Hong Kong","LIV",54,-0.11,-0.56,0.39,-1.07,0.77
2025,"2025-03-09","Puerto Rico Open","PGA",132,-1,-1.61,-0.18,-2.37,0.13
2025,"2025-03-09","Arnold Palmer Invitational presented by Mastercard","PGA",72,0.77,0.54,1.07,0.02,1.42
2025,"2025-03-02","Cognizant Classic in The Palm Beaches","PGA",144,-0.09,-0.43,0.34,-0.92,0.7
2025,"2025-03-02","118 Visa Argentina Open presented by Macro","KFT",156,-1.27,-1.58,-0.85,-2.1,-0.46
2025,"2025-03-02","Investec South African Open Championship","EURO",156,-1.63,-2.3,-0.68,-3.39,-0.18
2025,"2025-02-23","Magical Kenya Open","EURO",150,-1.86,-1.7,-0.72,-5.43,-0.32
2025,"2025-02-23","Mexico Open at VidantaWorld","PGA",132,-0.46,-0.88,0.14,-1.42,0.57
2025,"2025-02-16","Adelaide","LIV",54,-0.12,-0.63,0.42,-1.02,0.69
2025,"2025-02-16","The Genesis Invitational","PGA",72,0.74,0.5,1.07,0.21,1.3
2025,"2025-02-09","Astara Golf Championship presented by Mastercard","KFT",154,-1.22,-1.53,-0.76,-1.94,-0.32
2025,"2025-02-09","Commercial Bank Qatar Masters","EURO",140,-1.06,-1.26,-0.43,-1.87,-0.19
2025,"2025-02-09","WM Phoenix Open","PGA",132,0.15,-0.24,0.58,-0.75,0.89
2025,"2025-02-08","Riyadh","LIV",54,-0.12,-0.64,0.39,-1.02,0.68
